id,country,product_group,shipment_mode,vendor,managed_by,fulfill_via,scheduled_date,delivered_date,year,month,year_month,freight_cost_usd,weight_kg,cost_per_kg,freight_category,delivery_status,days_variance,line_item_value,is_on_time,is_late,is_air,is_truck
17701,Mali,HRDT,Air,Orasure Technologies Inc.,PMO - US,Direct Drop,2012-09-11,2012-09-11,2012,9,2012-09,1840.97,12,153.41416666666666,Numeric,On-Time,0,2000,1,0,1,0
17717,Guyana,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2015-06-16,2015-06-16,2015,6,2015-06,3248.6,385,8.437922077922078,Numeric,On-Time,0,20766.85,1,0,1,0
17764,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-08-27,2014-08-27,2014,8,2014-08,0,NA,NA,Included,On-Time,0,1517.44,1,0,0,1
17796,Zambia,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2015-06-09,2015-06-09,2015,6,2015-06,13894.08,2277,6.101923583662714,Numeric,On-Time,0,69838.12,1,0,1,0
17800,Haiti,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2013-06-04,2013-06-04,2013,6,2013-06,2419.33,164,14.752012195121951,Numeric,On-Time,0,3082,1,0,1,0
17815,Mozambique,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2011-12-12,2011-12-12,2011,12,2011-12,15891.96,2097,7.578426323319027,Numeric,On-Time,0,575912.4,1,0,1,0
17825,Nigeria,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2014-08-19,2014-09-02,2014,8,2014-08,30257.97,2022,14.964376854599408,Numeric,Late,14,443843,0,1,1,0
17831,Sudan,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2011-07-01,2011-07-01,2011,7,2011-07,4529.86,180,25.165888888888887,Numeric,On-Time,0,33642,1,0,1,0
17844,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-05-12,2015-05-12,2015,5,2015-05,0,NA,NA,Included,On-Time,0,42.65,1,0,0,1
17861,Vietnam,ARV,Air,CIPLA LIMITED,PMO - US,Direct Drop,2010-03-15,2010-03-15,2010,3,2010-03,5314.56,1936,2.745123966942149,Numeric,On-Time,0,114340.8,1,0,1,0
17865,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-08-13,2014-08-13,2014,8,2014-08,0,NA,NA,Included,On-Time,0,46.9,1,0,0,1
17870,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2009-10-07,2009-10-07,2009,10,2009-10,0,NA,NA,Included,On-Time,0,1303.53,1,0,0,1
17900,Namibia,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2014-11-19,2014-11-19,2014,11,2014-11,26663.64,4233,6.298993621545003,Numeric,On-Time,0,176242.43,1,0,1,0
17924,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-08-27,2014-08-27,2014,8,2014-08,0,NA,NA,Included,On-Time,0,2391.83,1,0,0,1
17944,South Africa,ARV,Air,CIPLA LIMITED,PMO - US,Direct Drop,2010-07-19,2010-07-29,2010,7,2010-07,1881.24,3243,0.5800925069380204,Numeric,Late,10,372427.5,0,1,1,0
17949,South Africa,ARV,Ocean,Aurobindo Pharma Limited,PMO - US,Direct Drop,2011-04-26,2011-04-26,2011,4,2011-04,11372.23,7017,1.6206683767992018,Numeric,On-Time,0,146228.4,1,0,0,0
18022,"Congo, DRC",HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2015-07-23,2015-07-23,2015,7,2015-07,NA,NA,NA,Cross-reference,On-Time,0,10960,1,0,1,0
18053,South Africa,ARV,Air,CIPLA LIMITED,PMO - US,Direct Drop,2010-09-01,2010-09-01,2010,9,2010-09,5298.03,1842,2.8762377850162864,Numeric,On-Time,0,211069.62,1,0,1,0
18093,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-08-29,2014-08-29,2014,8,2014-08,0,NA,NA,Included,On-Time,0,228.8,1,0,0,1
18099,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2014-08-28,2014-08-28,2014,8,2014-08,0,NA,NA,Included,On-Time,0,117.24,1,0,0,1
18121,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-08-29,2014-08-29,2014,8,2014-08,0,NA,NA,Included,On-Time,0,4365.52,1,0,0,1
18129,South Africa,ARV,Ocean,Aurobindo Pharma Limited,PMO - US,Direct Drop,2011-09-02,2011-09-02,2011,9,2011-09,4689.6,3313,1.4155146392997284,Numeric,On-Time,0,204250,1,0,0,0
18155,Sudan,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2012-01-11,2012-01-11,2012,1,2012-01,594.51,19,31.29,Numeric,On-Time,0,1856,1,0,1,0
18182,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-02-12,2015-02-12,2015,2,2015-02,0,NA,NA,Included,On-Time,0,407.56,1,0,0,1
18227,Vietnam,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2011-08-11,2011-08-11,2011,8,2011-08,12745.06,3098,4.113963847643641,Numeric,On-Time,0,65000,1,0,1,0
18240,Vietnam,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2012-12-05,2012-12-05,2012,12,2012-12,2348.57,1364,1.721825513196481,Numeric,On-Time,0,105081.36,1,0,1,0
18246,Burundi,HRDT,Air,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",PMO - US,Direct Drop,2015-01-26,2015-01-26,2015,1,2015-01,753.35,45,16.741111111111113,Numeric,On-Time,0,11426.4,1,0,1,0
18269,Mozambique,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-12-25,2012-12-25,2012,12,2012-12,467.26,16,29.20375,Numeric,On-Time,0,5844.15,1,0,1,0
18316,Zimbabwe,ARV,Air,STRIDES ARCOLAB LIMITED,PMO - US,Direct Drop,2014-08-20,2014-08-20,2014,8,2014-08,8280.73,884,9.367341628959275,Numeric,On-Time,0,131725.2,1,0,1,0
18325,Cameroon,HRDT,Air,Orasure Technologies Inc.,PMO - US,Direct Drop,2014-11-03,2014-11-03,2014,11,2014-11,1800.48,77,23.382857142857144,Numeric,On-Time,0,10500,1,0,1,0
18354,Haiti,ARV,Ocean,Aurobindo Pharma Limited,PMO - US,Direct Drop,2014-10-20,2014-10-20,2014,10,2014-10,1893.24,536,3.5321641791044778,Numeric,On-Time,0,1955.45,1,0,0,0
18373,Vietnam,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2012-02-18,2012-02-18,2012,2,2012-02,NA,NA,NA,Cross-reference,On-Time,0,14369.4,1,0,1,0
18386,Haiti,ARV,Ocean,CIPLA LIMITED,PMO - US,Direct Drop,2014-10-28,2014-10-28,2014,10,2014-10,0,NA,NA,Included,On-Time,0,133123.5,1,0,0,0
18392,"Congo, DRC",HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2014-09-05,2014-09-05,2014,9,2014-09,NA,NA,NA,Cross-reference,On-Time,0,544,1,0,1,0
18405,Haiti,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2013-06-10,2013-06-10,2013,6,2013-06,6438.91,908,7.091310572687225,Numeric,On-Time,0,3098.52,1,0,1,0
18422,Zambia,ARV,Air,INTERNATIONAL HEALTHCARE DISTRIBUTORS,PMO - US,Direct Drop,2010-07-08,2010-07-08,2010,7,2010-07,1100.2,2294,0.4795989537925022,Numeric,On-Time,0,369100,1,0,1,0
18436,Ethiopia,HRDT,Air,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",PMO - US,Direct Drop,2012-07-31,2012-07-31,2012,7,2012-07,1472.03,125,11.77624,Numeric,On-Time,0,4287.5,1,0,1,0
18494,Ethiopia,HRDT,Air,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",PMO - US,Direct Drop,2012-05-18,2012-05-18,2012,5,2012-05,1584.09,128,12.375703125,Numeric,On-Time,0,4287.5,1,0,1,0
18500,Vietnam,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2010-03-11,2010-03-11,2010,3,2010-03,11167.45,1063,10.505597365945436,Numeric,On-Time,0,351816,1,0,1,0
18509,South Africa,ARV,Ocean,Aurobindo Pharma Limited,PMO - US,Direct Drop,2011-06-26,2011-04-07,2011,6,2011-06,13829.58,5999,2.305314219036506,Numeric,On-Time,-80,427388.85,1,0,0,0
18538,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-06-02,2015-06-02,2015,6,2015-06,0,NA,NA,Included,On-Time,0,44.07,1,0,0,1
18580,Tanzania,ARV,Air,STRIDES ARCOLAB LIMITED,PMO - US,Direct Drop,2014-06-24,2014-06-24,2014,6,2014-06,4673.77,949,4.924942044257113,Numeric,On-Time,0,139881.3,1,0,1,0
18586,Ghana,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2014-11-10,2014-11-10,2014,11,2014-11,18256.1,3612,5.054291251384274,Numeric,On-Time,0,236594.6,1,0,1,0
18629,Vietnam,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2012-04-16,2012-04-16,2012,4,2012-04,3306.51,1208,2.737177152317881,Numeric,On-Time,0,92340.9,1,0,1,0
18633,Sudan,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2010-11-29,2010-11-29,2010,11,2010-11,1117.79,17,65.75235294117647,Numeric,On-Time,0,1600,1,0,1,0
18639,Burundi,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-06-05,2012-06-05,2012,6,2012-06,14493.81,577,25.11925476603119,Numeric,On-Time,0,96000,1,0,1,0
18664,Vietnam,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2014-04-23,2014-04-23,2014,4,2014-04,7474.2,2832,2.639194915254237,Numeric,On-Time,0,16442.2,1,0,1,0
18673,Vietnam,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2015-03-19,2015-03-19,2015,3,2015-03,0,NA,NA,Included,On-Time,0,72900,1,0,1,0
18679,Haiti,ARV,Ocean,HETERO LABS LIMITED,PMO - US,Direct Drop,2013-07-25,2013-07-25,2013,7,2013-07,7992.56,7140,1.119406162464986,Numeric,On-Time,0,567945,1,0,0,0
18694,Tanzania,ARV,Air,BRISTOL-MYERS SQUIBB,PMO - US,Direct Drop,2009-10-21,2009-10-21,2009,10,2009-10,888,335,2.6507462686567163,Numeric,On-Time,0,23670,1,0,1,0
18708,Zimbabwe,ARV,Air Charter,Aurobindo Pharma Limited,PMO - US,Direct Drop,2014-07-23,2014-07-23,2014,7,2014-07,23014.35,3520,6.538167613636364,Numeric,On-Time,0,167190.75,1,0,0,0
18740,Guatemala,ARV,Air,IDIS LIMITED,PMO - US,Direct Drop,2012-05-21,2012-05-21,2012,5,2012-05,0,NA,NA,Included,On-Time,0,12174.82,1,0,1,0
18762,South Africa,ARV,Truck,S. BUYS WHOLESALER,South Africa Field Office,Direct Drop,2013-04-16,2013-04-16,2013,4,2013-04,0,NA,NA,Included,On-Time,0,5512.38,1,0,0,1
18811,Côte d'Ivoire,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2014-02-07,2014-02-07,2014,2,2014-02,5924.33,535,11.073514018691588,Numeric,On-Time,0,27324,1,0,1,0
18862,Haiti,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-11-11,2013-11-11,2013,11,2013-11,16994.9,1624,10.464839901477834,Numeric,On-Time,0,400000,1,0,1,0
18881,Botswana,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2011-03-16,2011-03-16,2011,3,2011-03,617.79,17,36.34058823529411,Numeric,On-Time,0,1600,1,0,1,0
18904,"Congo, DRC",ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2013-11-20,2013-11-20,2013,11,2013-11,460.9,56,8.230357142857143,Numeric,On-Time,0,924.6,1,0,1,0
18923,Tanzania,ARV,Air,EMCURE PHARMACEUTICALS LTD,PMO - US,Direct Drop,2010-12-01,2010-12-01,2010,12,2010-12,1013.19,45,22.515333333333334,Numeric,On-Time,0,11114.34,1,0,1,0
18980,Tanzania,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2015-04-28,2015-04-28,2015,4,2015-04,2234.96,139,16.078848920863308,Numeric,On-Time,0,26880,1,0,1,0
18992,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-07-24,2015-07-24,2015,7,2015-07,0,NA,NA,Included,On-Time,0,143.1,1,0,0,1
18997,Guyana,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2013-04-18,2013-04-18,2013,4,2013-04,882.81,33,26.75181818181818,Numeric,On-Time,0,791.2,1,0,1,0
19013,South Africa,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-08-24,2010-09-20,2010,8,2010-08,1791.42,1791,1.0002345058626465,Numeric,Late,27,84345.14,0,1,1,0
19014,Mozambique,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2014-09-10,2014-09-10,2014,9,2014-09,9209,1287,7.155400155400155,Numeric,On-Time,0,253840,1,0,1,0
19019,South Sudan,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2014-02-11,2014-02-11,2014,2,2014-02,2395.42,159,15.06553459119497,Numeric,On-Time,0,800,1,0,1,0
19063,South Sudan,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2013-10-18,2013-10-18,2013,10,2013-10,NA,NA,NA,Cross-reference,On-Time,0,14400,1,0,1,0
19080,Haiti,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2015-03-11,2015-03-11,2015,3,2015-03,16386.12,3834,4.273896713615023,Numeric,On-Time,0,287393.2,1,0,1,0
19105,Rwanda,ARV,Air,CIPLA LIMITED,PMO - US,Direct Drop,2012-06-22,2012-06-22,2012,6,2012-06,13116.57,1631,8.042041692213365,Numeric,On-Time,0,38539,1,0,1,0
19142,Vietnam,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2013-04-09,2013-04-09,2013,4,2013-04,17.72,55,0.3221818181818182,Numeric,On-Time,0,8675.98,1,0,1,0
19146,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-05-12,2015-05-12,2015,5,2015-05,0,NA,NA,Included,On-Time,0,198.35,1,0,0,1
19172,South Sudan,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2015-07-02,2015-07-07,2015,7,2015-07,0,NA,NA,Included,Late,5,6230,0,1,1,0
19177,Côte d'Ivoire,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-11-13,2013-11-13,2013,11,2013-11,24728.57,1033,23.938596321394,Numeric,On-Time,0,352000,1,0,1,0
19225,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2009-10-19,2009-10-19,2009,10,2009-10,0,NA,NA,Included,On-Time,0,591.97,1,0,0,1
19241,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-01-13,2014-01-13,2014,1,2014-01,0,NA,NA,Included,On-Time,0,367.09,1,0,0,1
19243,Mozambique,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2011-09-03,2011-09-03,2011,9,2011-09,4969.35,2675,1.8577009345794393,Numeric,On-Time,0,916860,1,0,1,0
19244,"Congo, DRC",HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2014-11-04,2014-11-04,2014,11,2014-11,NA,NA,NA,Cross-reference,On-Time,0,288,1,0,1,0
19246,Tanzania,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2013-09-05,2013-09-05,2013,9,2013-09,4136.58,775,5.337522580645161,Numeric,On-Time,0,116437.5,1,0,1,0
19250,Côte d'Ivoire,ARV,Air,BRISTOL-MYERS SQUIBB,PMO - US,Direct Drop,2010-06-10,2010-06-10,2010,6,2010-06,1134.5,833,1.3619447779111644,Numeric,On-Time,0,40327.5,1,0,1,0
19263,Tanzania,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-01-30,2012-01-30,2012,1,2012-01,13836.99,714,19.37953781512605,Numeric,On-Time,0,120000,1,0,1,0
19272,"Congo, DRC",HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2015-07-02,2015-07-02,2015,7,2015-07,3918.37,508,7.713326771653543,Numeric,On-Time,0,2240,1,0,1,0
19282,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2009-09-03,2009-09-03,2009,9,2009-09,0,NA,NA,Included,On-Time,0,21392.98,1,0,0,1
19289,Haiti,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2014-01-23,2014-01-23,2014,1,2014-01,737.11,166,4.440421686746988,Numeric,On-Time,0,12480.72,1,0,1,0
19293,Mozambique,ARV,Air,GLAXOSMITHKLINE EXPORT LIMITED,PMO - US,Direct Drop,2009-12-04,2009-12-04,2009,12,2009-12,0,155,NA,Included,On-Time,0,214.84,1,0,1,0
19335,Sudan,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-02-20,2012-02-20,2012,2,2012-02,1076.15,2,538.075,Numeric,On-Time,0,24,1,0,1,0
19344,Guyana,ARV,Air,CIPLA LIMITED,PMO - US,Direct Drop,2010-04-09,2010-04-09,2010,4,2010-04,541.88,9,60.208888888888886,Numeric,On-Time,0,387,1,0,1,0
19346,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2014-08-28,2014-08-28,2014,8,2014-08,0,NA,NA,Included,On-Time,0,332.32,1,0,0,1
19348,Mali,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-10-04,2012-10-04,2012,10,2012-10,1333.4,40,33.335,Numeric,On-Time,0,8265,1,0,1,0
19359,Zimbabwe,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2014-09-18,2014-09-18,2014,9,2014-09,16777.24,1902,8.820841219768665,Numeric,On-Time,0,62410.5,1,0,1,0
19405,Tanzania,HRDT,Air,"Standard Diagnostics, Inc.",PMO - US,Direct Drop,2013-09-17,2013-09-16,2013,9,2013-09,21351.18,1257,16.98582338902148,Numeric,On-Time,-1,0,1,0,1,0
19406,Vietnam,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2013-04-02,2013-04-02,2013,4,2013-04,3565.08,2228,1.6001256732495512,Numeric,On-Time,0,6221.5,1,0,1,0
19410,Nigeria,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2011-07-07,2011-07-07,2011,7,2011-07,28132.96,1231,22.85374492282697,Numeric,On-Time,0,230154,1,0,1,0
19431,Côte d'Ivoire,HRDT,Air,"Standard Diagnostics, Inc.",PMO - US,Direct Drop,2015-01-23,2015-01-23,2015,1,2015-01,5924.89,437,13.558100686498856,Numeric,On-Time,0,28700,1,0,1,0
19484,Nigeria,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2015-05-07,2015-05-07,2015,5,2015-05,27361.87,2292,11.93798865619546,Numeric,On-Time,0,501960,1,0,1,0
19512,Vietnam,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2012-04-24,2012-04-24,2012,4,2012-04,3401.49,1675,2.0307402985074625,Numeric,On-Time,0,76859.1,1,0,1,0
19514,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2014-08-28,2014-08-28,2014,8,2014-08,0,NA,NA,Included,On-Time,0,499.07,1,0,0,1
19584,Tanzania,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-05-25,2012-05-25,2012,5,2012-05,12022.17,639,18.814037558685445,Numeric,On-Time,0,106960,1,0,1,0
19620,Côte d'Ivoire,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2011-01-14,2011-01-14,2011,1,2011-01,13562.36,1838,7.378868335146899,Numeric,On-Time,0,264691.2,1,0,1,0
19627,Mozambique,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2015-02-10,2015-02-10,2015,2,2015-02,0,NA,NA,Included,On-Time,0,300,1,0,1,0
19630,Vietnam,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2013-01-09,2013-01-09,2013,1,2013-01,1079.39,173,6.239248554913296,Numeric,On-Time,0,251.6,1,0,1,0
19647,South Africa,ARV,Ocean,GLAXOSMITHKLINE EXPORT LIMITED,PMO - US,Direct Drop,2011-11-18,2011-11-18,2011,11,2011-11,17022.13,7664,2.221050365344468,Numeric,On-Time,0,185600,1,0,0,0
19656,South Africa,ARV,Ocean,STRIDES ARCOLAB LIMITED,PMO - US,Direct Drop,2010-12-15,2010-12-15,2010,12,2010-12,12225.76,8183,1.4940437492362215,Numeric,On-Time,0,416716.17,1,0,0,0
19670,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-08-24,2015-08-24,2015,8,2015-08,0,NA,NA,Included,On-Time,0,4392.17,1,0,0,1
19685,Zambia,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2013-05-22,2013-05-22,2013,5,2013-05,10365.13,1374,7.543762736535662,Numeric,On-Time,0,46230,1,0,1,0
19689,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2010-05-12,2010-05-12,2010,5,2010-05,0,NA,NA,Included,On-Time,0,2037.29,1,0,0,1
19694,Guyana,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2009-09-24,2009-09-24,2009,9,2009-09,11057.25,885,12.49406779661017,Numeric,On-Time,0,81632,1,0,1,0
19696,"Congo, DRC",HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2012-08-02,2012-08-02,2012,8,2012-08,1692.7,132,12.82348484848485,Numeric,On-Time,0,12800,1,0,1,0
19712,Vietnam,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2014-04-23,2014-04-23,2014,4,2014-04,NA,NA,NA,Cross-reference,On-Time,0,8151.84,1,0,1,0
19771,Vietnam,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2010-07-16,2010-07-16,2010,7,2010-07,10670.09,1348,7.91549703264095,Numeric,On-Time,0,454566,1,0,1,0
19788,South Africa,ARV,Ocean,Aurobindo Pharma Limited,PMO - US,Direct Drop,2011-09-02,2011-09-14,2011,9,2011-09,0,NA,NA,Included,Late,12,5482.68,0,1,0,0
19840,Vietnam,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2015-04-14,2015-04-14,2015,4,2015-04,3688.77,2356,1.5656918505942274,Numeric,On-Time,0,21280,1,0,1,0
19851,Uganda,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2013-12-10,2013-12-12,2013,12,2013-12,10898.12,2454,4.4409616951915245,Numeric,Late,2,14703,0,1,1,0
19863,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-07-24,2015-07-24,2015,7,2015-07,0,NA,NA,Included,On-Time,0,528.93,1,0,0,1
19873,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-07-24,2015-07-24,2015,7,2015-07,0,NA,NA,Included,On-Time,0,315.96,1,0,0,1
19891,South Africa,ARV,Ocean,CIPLA LIMITED,PMO - US,Direct Drop,2011-02-24,2011-02-24,2011,2,2011-02,17267.14,20419,0.8456408247220726,Numeric,On-Time,0,114400,1,0,0,0
19905,Vietnam,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-12-08,2010-12-08,2010,12,2010-12,13083.7,1951,6.706150691952845,Numeric,On-Time,0,165000,1,0,1,0
19924,Haiti,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2015-05-05,2015-05-05,2015,5,2015-05,21256.43,2557,8.313034806413766,Numeric,On-Time,0,630200,1,0,1,0
19940,Vietnam,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2014-11-03,2014-11-03,2014,11,2014-11,3273.14,1725,1.897472463768116,Numeric,On-Time,0,129800,1,0,1,0
19958,Kenya,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-07-09,2012-07-09,2012,7,2012-07,11034.01,985,11.202040609137056,Numeric,On-Time,0,89,1,0,1,0
19959,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2014-11-05,2014-11-05,2014,11,2014-11,0,NA,NA,Included,On-Time,0,1855.98,1,0,0,1
19977,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2009-10-21,2009-10-21,2009,10,2009-10,0,NA,NA,Included,On-Time,0,6669.31,1,0,0,1
19996,Namibia,ARV,Air,CIPLA LIMITED,PMO - US,Direct Drop,2009-08-05,2009-08-05,2009,8,2009-08,571.53,53,10.783584905660376,Numeric,On-Time,0,1651.2,1,0,1,0
20044,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2014-08-05,2014-08-05,2014,8,2014-08,0,NA,NA,Included,On-Time,0,2177.92,1,0,0,1
20073,Nigeria,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2015-01-19,2015-01-20,2015,1,2015-01,15681.99,1276,12.289960815047024,Numeric,Late,1,279816,0,1,1,0
20133,Uganda,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2009-11-04,2009-11-04,2009,11,2009-11,814.04,36,22.612222222222226,Numeric,On-Time,0,2169.6,1,0,1,0
20172,Mozambique,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-03-20,2013-03-21,2013,3,2013-03,13801.89,1330,10.37736090225564,Numeric,Late,1,235120,0,1,1,0
20185,South Sudan,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2014-12-22,2014-12-22,2014,12,2014-12,2084.52,149,13.99006711409396,Numeric,On-Time,0,800,1,0,1,0
20219,Vietnam,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2012-12-14,2012-12-14,2012,12,2012-12,1934.17,941,2.055441020191286,Numeric,On-Time,0,71918.64,1,0,1,0
20236,"Congo, DRC",ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2014-09-30,2014-09-30,2014,9,2014-09,NA,NA,NA,Cross-reference,On-Time,0,6050,1,0,1,0
20239,Rwanda,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2012-07-20,2012-07-20,2012,7,2012-07,13244.8,1751,7.5641347801256416,Numeric,On-Time,0,72720.9,1,0,1,0
20245,Swaziland,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2013-05-21,2013-05-21,2013,5,2013-05,642.05,58,11.069827586206896,Numeric,On-Time,0,4800,1,0,1,0
