id,country,product_group,shipment_mode,vendor,managed_by,fulfill_via,scheduled_date,delivered_date,year,month,year_month,freight_cost_usd,weight_kg,cost_per_kg,freight_category,delivery_status,days_variance,line_item_value,is_on_time,is_late,is_air,is_truck
54304,Mozambique,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2012-12-24,2012-12-24,2012,12,2012-12,558.46,8,69.8075,Numeric,On-Time,0,736,1,0,1,0
54312,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-08-27,2014-08-27,2014,8,2014-08,0,NA,NA,Included,On-Time,0,472.13,1,0,0,1
54348,Tanzania,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-12-31,2012-12-31,2012,12,2012-12,12950.74,678,19.101386430678467,Numeric,On-Time,0,125440,1,0,1,0
54385,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-08-24,2015-08-24,2015,8,2015-08,0,NA,NA,Included,On-Time,0,857.74,1,0,0,1
54440,South Africa,ARV,Air,CIPLA LIMITED,PMO - US,Direct Drop,2010-10-13,2010-10-13,2010,10,2010-10,3646.13,4942,0.7377842978551195,Numeric,On-Time,0,567403.56,1,0,1,0
54461,Rwanda,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2012-03-30,2012-03-30,2012,3,2012-03,NA,NA,NA,Cross-reference,On-Time,0,9802,1,0,1,0
54465,Mozambique,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-03-20,2013-03-20,2013,3,2013-03,13303.36,1325,10.040271698113209,Numeric,On-Time,0,234240,1,0,1,0
54471,Nigeria,ARV,Air,EMCURE PHARMACEUTICALS LTD,PMO - US,Direct Drop,2015-08-05,2015-08-05,2015,8,2015-08,0,NA,NA,Included,On-Time,0,205920,1,0,1,0
54487,Mozambique,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2014-05-02,2014-05-30,2014,5,2014-05,13789.73,3543,3.892105560259667,Numeric,Late,28,408160,0,1,1,0
54501,Tanzania,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2014-07-15,2014-07-15,2014,7,2014-07,2631.39,144,18.273541666666667,Numeric,On-Time,0,28000,1,0,1,0
54513,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2009-12-28,2009-12-28,2009,12,2009-12,0,NA,NA,Included,On-Time,0,19098.79,1,0,0,1
54529,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-12-10,2014-12-10,2014,12,2014-12,0,NA,NA,Included,On-Time,0,1608.43,1,0,0,1
54536,Nigeria,ARV,Air,Hoffmann-La Roche ltd Basel,PMO - US,Direct Drop,2010-05-21,2010-05-21,2010,5,2010-05,2502.05,6,417.0083333333334,Numeric,On-Time,0,1062.3,1,0,1,0
54542,Vietnam,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2014-06-06,2014-06-06,2014,6,2014-06,1192.25,657,1.8146879756468797,Numeric,On-Time,0,14850,1,0,1,0
54545,South Africa,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-06-09,2010-06-09,2010,6,2010-06,6369.79,4528,1.4067557420494698,Numeric,On-Time,0,112128,1,0,1,0
54562,Kenya,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2010-09-20,2010-09-20,2010,9,2010-09,4851,518,9.364864864864863,Numeric,On-Time,0,48480,1,0,1,0
54579,South Africa,ARV,Truck,S. BUYS WHOLESALER,South Africa Field Office,Direct Drop,2013-04-16,2013-04-16,2013,4,2013-04,0,NA,NA,Included,On-Time,0,7656.67,1,0,0,1
54635,Côte d'Ivoire,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2012-03-09,2012-03-09,2012,3,2012-03,3095.28,316,9.795189873417725,Numeric,On-Time,0,58240,1,0,1,0
54661,Malawi,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-10-30,2013-10-30,2013,10,2013-10,2384.79,109,21.87880733944954,Numeric,On-Time,0,20800,1,0,1,0
54666,Uganda,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2014-01-22,2014-01-22,2014,1,2014-01,1003.18,805,1.2461863354037266,Numeric,On-Time,0,110820.35,1,0,1,0
54676,South Africa,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-06-11,2010-06-11,2010,6,2010-06,4116.81,3230,1.2745541795665636,Numeric,On-Time,0,169813.6,1,0,1,0
54679,Kenya,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-02-28,2013-02-28,2013,2,2013-02,91.67,1479,0.06198106828938472,Numeric,On-Time,0,661715,1,0,1,0
54729,Nigeria,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-12-23,2013-12-10,2013,12,2013-12,39069.63,2425,16.111187628865977,Numeric,On-Time,-13,532487,1,0,1,0
54744,Vietnam,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2013-09-03,2013-09-03,2013,9,2013-09,NA,NA,NA,Cross-reference,On-Time,0,9000,1,0,1,0
54753,South Africa,ARV,Truck,S. BUYS WHOLESALER,South Africa Field Office,Direct Drop,2013-04-16,2013-04-16,2013,4,2013-04,0,NA,NA,Included,On-Time,0,398.4,1,0,0,1
54755,Zimbabwe,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2011-11-21,2011-11-21,2011,11,2011-11,7549.41,665,11.352496240601504,Numeric,On-Time,0,43368.75,1,0,1,0
54770,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-01-13,2014-01-13,2014,1,2014-01,0,NA,NA,Included,On-Time,0,3075.65,1,0,0,1
54780,Haiti,HRDT,Air,Orasure Technologies Inc.,PMO - US,Direct Drop,2009-10-07,2009-10-07,2009,10,2009-10,9334.68,480,19.44725,Numeric,On-Time,0,70000,1,0,1,0
54781,Nigeria,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2015-07-07,2015-07-07,2015,7,2015-07,0,NA,NA,Included,On-Time,0,17166.6,1,0,1,0
54792,Rwanda,HRDT,Air,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",PMO - US,Direct Drop,2015-02-18,2015-02-18,2015,2,2015-02,36060,2733,13.19429198682766,Numeric,On-Time,0,100425.5,1,0,1,0
54827,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-05-12,2015-05-12,2015,5,2015-05,0,NA,NA,Included,On-Time,0,6.49,1,0,0,1
54828,Rwanda,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2012-08-16,2012-08-16,2012,8,2012-08,119695.66,10818,11.064490663708634,Numeric,On-Time,0,683543.76,1,0,1,0
54829,Vietnam,ARV,Air,CIPLA LIMITED,PMO - US,Direct Drop,2012-11-15,2012-11-15,2012,11,2012-11,678.83,96,7.0711458333333335,Numeric,On-Time,0,9735,1,0,1,0
54840,Nigeria,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-01-09,2013-01-08,2013,1,2013-01,24927.19,1186,21.017866779089378,Numeric,On-Time,-1,244216,1,0,1,0
54934,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-08-24,2015-08-24,2015,8,2015-08,0,NA,NA,Included,On-Time,0,71.03,1,0,0,1
54952,Ethiopia,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-05-21,2010-05-21,2010,5,2010-05,1120.57,201,5.574975124378109,Numeric,On-Time,0,39000,1,0,1,0
54955,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2010-05-12,2010-05-12,2010,5,2010-05,0,NA,NA,Included,On-Time,0,310.55,1,0,0,1
54956,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2010-05-31,2010-05-31,2010,5,2010-05,0,NA,NA,Included,On-Time,0,10244.69,1,0,0,1
54957,Vietnam,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2014-10-07,2014-10-07,2014,10,2014-10,0,NA,NA,Included,On-Time,0,2326,1,0,1,0
54960,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-02-07,2014-02-07,2014,2,2014-02,0,NA,NA,Included,On-Time,0,120.98,1,0,0,1
54965,Kenya,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2010-11-12,2010-11-12,2010,11,2010-11,13753.58,1233,11.15456609894566,Numeric,On-Time,0,89,1,0,1,0
54973,Côte d'Ivoire,ARV,Ocean,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2012-03-23,2012-03-23,2012,3,2012-03,0,NA,NA,Included,On-Time,0,444424.4,1,0,0,0
54984,Tanzania,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2013-11-21,2013-11-21,2013,11,2013-11,3940.54,328,12.013841463414634,Numeric,On-Time,0,16251.84,1,0,1,0
54986,Nigeria,HRDT,Air,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",PMO - US,Direct Drop,2011-10-12,2011-10-12,2011,10,2011-10,2162.26,376,5.750691489361703,Numeric,On-Time,0,37729,1,0,1,0
55009,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-02-19,2015-02-19,2015,2,2015-02,0,NA,NA,Included,On-Time,0,93.57,1,0,0,1
55017,Tanzania,ARV,Ocean,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2013-10-23,2013-10-23,2013,10,2013-10,20312.64,21675,0.9371460207612456,Numeric,On-Time,0,2047473.21,1,0,0,0
55018,Uganda,ARV,Air,ASPEN PHARMACARE,PMO - US,Direct Drop,2012-12-14,2012-12-14,2012,12,2012-12,NA,NA,NA,Cross-reference,On-Time,0,20779.2,1,0,1,0
55030,Côte d'Ivoire,ARV,Air,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),PMO - US,Direct Drop,2010-10-27,2010-10-27,2010,10,2010-10,1315.14,269,4.888996282527882,Numeric,On-Time,0,100800,1,0,1,0
55049,Uganda,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2012-07-23,2012-07-18,2012,7,2012-07,20869.6,4668,4.470779777206512,Numeric,On-Time,-5,184902.2,1,0,1,0
55050,Rwanda,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2011-01-11,2011-01-11,2011,1,2011-01,0,NA,NA,Included,On-Time,0,9067.02,1,0,1,0
55053,Guyana,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2013-07-01,2013-07-01,2013,7,2013-07,618.89,1,618.89,Numeric,On-Time,0,13,1,0,1,0
55064,Ethiopia,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2015-06-24,2015-06-24,2015,6,2015-06,143.57,58,2.475344827586207,Numeric,On-Time,0,5440,1,0,1,0
55072,Nigeria,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-11-07,2013-11-07,2013,11,2013-11,20705.23,1240,16.697766129032257,Numeric,On-Time,0,271717,1,0,1,0
55083,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-12-10,2014-12-10,2014,12,2014-12,0,NA,NA,Included,On-Time,0,54.01,1,0,0,1
55085,Rwanda,ARV,Ocean,CIPLA LIMITED,PMO - US,Direct Drop,2012-08-27,2012-08-27,2012,8,2012-08,20193.21,2995,6.7423071786310516,Numeric,On-Time,0,13720,1,0,0,0
55087,Nigeria,HRDT,Air,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",PMO - US,Direct Drop,2015-04-30,2015-04-30,2015,4,2015-04,0,NA,NA,Included,On-Time,0,51840,1,0,1,0
55093,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-08-29,2014-08-29,2014,8,2014-08,0,NA,NA,Included,On-Time,0,328.31,1,0,0,1
55138,South Sudan,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2015-05-08,2015-05-08,2015,5,2015-05,NA,NA,NA,Cross-reference,On-Time,0,14400,1,0,1,0
55159,Zambia,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2010-01-28,2010-01-28,2010,1,2010-01,NA,NA,NA,Cross-reference,On-Time,0,131040,1,0,1,0
55160,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2009-10-29,2009-10-29,2009,10,2009-10,0,NA,NA,Included,On-Time,0,41783.61,1,0,0,1
55180,Uganda,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2010-05-04,2010-05-04,2010,5,2010-05,1084.27,36,30.11861111111111,Numeric,On-Time,0,3616,1,0,1,0
55188,Tanzania,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2012-02-09,2012-02-09,2012,2,2012-02,1938.15,148,13.09560810810811,Numeric,On-Time,0,14400,1,0,1,0
55206,Pakistan,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-07-20,2012-07-20,2012,7,2012-07,32272,2134,15.12277413308341,Numeric,On-Time,0,358720,1,0,1,0
55220,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-05-12,2015-05-12,2015,5,2015-05,0,NA,NA,Included,On-Time,0,256.48,1,0,0,1
55225,South Africa,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-09-07,2010-11-17,2010,9,2010-09,4263.08,2970,1.4353804713804714,Numeric,Late,71,147945.6,0,1,1,0
55238,Vietnam,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2012-05-16,2012-05-16,2012,5,2012-05,NA,NA,NA,Cross-reference,On-Time,0,4784,1,0,1,0
55253,South Africa,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-12-08,2010-12-08,2010,12,2010-12,5159.33,3113,1.657349823321555,Numeric,On-Time,0,77088,1,0,1,0
55297,Vietnam,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2010-09-20,2010-09-20,2010,9,2010-09,3896.68,10,389.668,Numeric,On-Time,0,1574,1,0,1,0
55304,Vietnam,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2015-09-07,2015-09-07,2015,9,2015-09,NA,NA,NA,Cross-reference,On-Time,0,145198,1,0,1,0
55322,South Africa,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-09-07,2010-10-27,2010,9,2010-09,4263.07,2970,1.4353771043771042,Numeric,Late,50,147945.6,0,1,1,0
55331,South Africa,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-06-01,2010-06-08,2010,6,2010-06,6105.79,4561,1.3386954615215962,Numeric,Late,7,251787.72,0,1,1,0
55376,Vietnam,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2011-02-25,2011-02-25,2011,2,2011-02,3785.84,55,68.83345454545454,Numeric,On-Time,0,3717.18,1,0,1,0
55401,Tanzania,ARV,Air,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),PMO - US,Direct Drop,2013-11-21,2013-11-21,2013,11,2013-11,2160.36,257,8.406070038910507,Numeric,On-Time,0,8136.48,1,0,1,0
55453,Rwanda,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2015-02-18,2015-02-18,2015,2,2015-02,1729.95,115,15.04304347826087,Numeric,On-Time,0,11808,1,0,1,0
55474,Côte d'Ivoire,ARV,Air,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),PMO - US,Direct Drop,2009-12-18,2009-12-18,2009,12,2009-12,30,464,0.06465517241379311,Numeric,On-Time,0,268128,1,0,1,0
55504,Ethiopia,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2012-08-29,2012-08-29,2012,8,2012-08,490.23,10,49.023,Numeric,On-Time,0,864,1,0,1,0
55518,Tanzania,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-05-08,2012-05-08,2012,5,2012-05,24308.25,1368,17.76918859649123,Numeric,On-Time,0,229600,1,0,1,0
55520,Ethiopia,HRDT,Air,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",PMO - US,Direct Drop,2012-03-14,2012-03-14,2012,3,2012-03,1437.62,1,1437.62,Numeric,On-Time,0,4287.5,1,0,1,0
55522,South Africa,ARV,Ocean,Aurobindo Pharma Limited,PMO - US,Direct Drop,2011-04-04,2011-04-04,2011,4,2011-04,3961.7,10346,0.3829209356272956,Numeric,On-Time,0,59169.2,1,0,0,0
55568,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2014-06-25,2014-06-25,2014,6,2014-06,0,NA,NA,Included,On-Time,0,157.41,1,0,0,1
55643,Vietnam,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2015-02-05,2015-02-05,2015,2,2015-02,NA,NA,NA,Cross-reference,On-Time,0,64900,1,0,1,0
55679,Tanzania,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-12-07,2012-11-30,2012,12,2012-12,22158.58,1303,17.00581734458941,Numeric,On-Time,-7,219520,1,0,1,0
55706,Haiti,ARV,Air,STRIDES ARCOLAB LIMITED,PMO - US,Direct Drop,2012-08-07,2012-08-07,2012,8,2012-08,950.05,20,47.5025,Numeric,On-Time,0,1121.28,1,0,1,0
55712,Vietnam,ARV,Air,HETERO LABS LIMITED,PMO - US,Direct Drop,2015-09-03,2015-09-03,2015,9,2015-09,NA,NA,NA,Cross-reference,On-Time,0,147744,1,0,1,0
55715,Mozambique,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-11-04,2013-11-04,2013,11,2013-11,3453.53,267,12.934569288389516,Numeric,On-Time,0,51600,1,0,1,0
55716,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-03-09,2015-03-09,2015,3,2015-03,0,NA,NA,Included,On-Time,0,85.31,1,0,0,1
55730,Mozambique,ARV,Air,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),PMO - US,Direct Drop,2015-01-20,2015-01-20,2015,1,2015-01,0,NA,NA,Included,On-Time,0,2220,1,0,1,0
55737,Tanzania,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-08-07,2010-08-07,2010,8,2010-08,20294.85,3392,5.983151533018868,Numeric,On-Time,0,74763,1,0,1,0
55764,Namibia,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2010-04-29,2010-04-29,2010,4,2010-04,17918.72,687,26.08256186317322,Numeric,On-Time,0,64000,1,0,1,0
55765,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-07-11,2014-07-11,2014,7,2014-07,0,NA,NA,Included,On-Time,0,25.69,1,0,0,1
55783,Rwanda,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-01-27,2010-01-27,2010,1,2010-01,16847.52,1010,16.680712871287128,Numeric,On-Time,0,179189.1,1,0,1,0
55814,Sudan,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-01-06,2012-01-06,2012,1,2012-01,1133.17,60,18.886166666666668,Numeric,On-Time,0,11481,1,0,1,0
55862,Haiti,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2013-01-04,2013-01-04,2013,1,2013-01,1442.83,118,12.227372881355931,Numeric,On-Time,0,11573.6,1,0,1,0
55890,South Africa,ARV,Truck,S. BUYS WHOLESALER,South Africa Field Office,Direct Drop,2013-04-16,2013-04-16,2013,4,2013-04,0,NA,NA,Included,On-Time,0,34884.66,1,0,0,1
55894,Nigeria,ARV,Air,EMCURE PHARMACEUTICALS LTD,PMO - US,Direct Drop,2015-07-23,2015-07-23,2015,7,2015-07,0,NA,NA,Included,On-Time,0,163260,1,0,1,0
55904,Tanzania,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-12-31,2012-12-31,2012,12,2012-12,19026.72,1016,18.727086614173228,Numeric,On-Time,0,188160,1,0,1,0
55914,Nigeria,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-09-18,2013-09-24,2013,9,2013-09,13383.47,1248,10.723934294871794,Numeric,Late,6,273408,0,1,1,0
55922,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2014-11-05,2014-11-05,2014,11,2014-11,0,NA,NA,Included,On-Time,0,143.05,1,0,0,1
56005,Haiti,ARV,Air,CIPLA LIMITED,PMO - US,Direct Drop,2014-10-14,2014-10-14,2014,10,2014-10,2794.21,250,11.17684,Numeric,On-Time,0,6336.16,1,0,1,0
56016,South Sudan,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2015-06-03,2015-06-03,2015,6,2015-06,NA,NA,NA,Cross-reference,On-Time,0,360,1,0,1,0
56022,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2014-10-03,2014-10-03,2014,10,2014-10,0,NA,NA,Included,On-Time,0,124.77,1,0,0,1
56029,Rwanda,HRDT,Air,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",PMO - US,Direct Drop,2014-04-28,2014-06-16,2014,4,2014-04,37130.88,2820,13.166978723404254,Numeric,Late,49,103635,0,1,1,0
56057,Nigeria,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2015-07-14,2015-07-14,2015,7,2015-07,0,2590,NA,Included,On-Time,0,568532,1,0,1,0
56084,Zambia,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2013-08-05,2013-07-31,2013,8,2013-08,18875.83,1214,15.54845963756178,Numeric,On-Time,-5,234320,1,0,1,0
56106,Tanzania,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2012-05-25,2012-05-25,2012,5,2012-05,23269.06,1300,17.899276923076926,Numeric,On-Time,0,218960,1,0,1,0
56107,Vietnam,ARV,Air,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2014-11-03,2014-11-03,2014,11,2014-11,NA,NA,NA,Cross-reference,On-Time,0,105040.65,1,0,1,0
56118,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2009-10-27,2009-10-27,2009,10,2009-10,0,NA,NA,Included,On-Time,0,20364.96,1,0,0,1
56125,Cameroon,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2014-01-08,2014-01-08,2014,1,2014-01,63818.03,4962,12.861352277307535,Numeric,On-Time,0,420711.8,1,0,1,0
56165,Côte d'Ivoire,ARV,Air,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),PMO - US,Direct Drop,2010-04-27,2010-04-27,2010,4,2010-04,1434.5,518,2.7693050193050195,Numeric,On-Time,0,100000,1,0,1,0
56167,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2010-05-31,2010-05-31,2010,5,2010-05,0,NA,NA,Included,On-Time,0,3988.5,1,0,0,1
56194,Zimbabwe,ARV,Air Charter,CIPLA LIMITED,PMO - US,Direct Drop,2014-06-14,2014-06-14,2014,6,2014-06,24936.5,2829,8.814598798161894,Numeric,On-Time,0,118472.49,1,0,0,0
56234,Kenya,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2012-02-16,2012-02-16,2012,2,2012-02,40091.65,5876,6.822949285228047,Numeric,On-Time,0,576000,1,0,1,0
56301,"Congo, DRC",ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2014-11-10,2014-11-10,2014,11,2014-11,NA,NA,NA,Cross-reference,On-Time,0,550,1,0,1,0
56310,South Africa,ARV,Truck,S. BUYS WHOLESALER,PMO - US,Direct Drop,2014-01-13,2014-01-13,2014,1,2014-01,0,NA,NA,Included,On-Time,0,26.78,1,0,0,1
56320,South Africa,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2010-06-08,2010-06-08,2010,6,2010-06,4885.21,1431,3.413843466107617,Numeric,On-Time,0,197192.2,1,0,1,0
56331,Haiti,ARV,Ocean,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),PMO - US,Direct Drop,2012-10-22,2012-10-22,2012,10,2012-10,NA,NA,NA,Cross-reference,On-Time,0,54000,1,0,0,0
56332,Côte d'Ivoire,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2014-04-29,2014-04-29,2014,4,2014-04,1510.05,96,15.7296875,Numeric,On-Time,0,9096,1,0,1,0
56335,Mozambique,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2014-03-02,2014-03-02,2014,3,2014-03,1045.5,62,16.862903225806452,Numeric,On-Time,0,16000,1,0,1,0
56367,South Sudan,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2014-10-03,2014-10-03,2014,10,2014-10,NA,NA,NA,Cross-reference,On-Time,0,800,1,0,1,0
56395,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-01-26,2015-01-26,2015,1,2015-01,0,NA,NA,Included,On-Time,0,240.14,1,0,0,1
56416,Uganda,ARV,Air,Aurobindo Pharma Limited,PMO - US,Direct Drop,2012-07-23,2012-07-23,2012,7,2012-07,7651.56,1770,4.322915254237288,Numeric,On-Time,0,70097.8,1,0,1,0
56464,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-08-24,2015-08-24,2015,8,2015-08,0,NA,NA,Included,On-Time,0,122.18,1,0,0,1
56465,South Africa,ARV,Truck,PHARMACY DIRECT,PMO - US,Direct Drop,2015-06-02,2015-06-02,2015,6,2015-06,0,NA,NA,Included,On-Time,0,428.22,1,0,0,1
56468,Cameroon,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2014-06-10,2014-06-10,2014,6,2014-06,29918.58,2020,14.811178217821784,Numeric,On-Time,0,400000,1,0,1,0
56487,Zambia,HRDT,Air,"Orgenics, Ltd",PMO - US,Direct Drop,2010-12-17,2010-12-21,2010,12,2010-12,22746.62,1363,16.688642699926632,Numeric,Late,4,225120,0,1,1,0
56495,Nigeria,HRDT,Air,"Trinity Biotech, Plc",PMO - US,Direct Drop,2011-09-12,2011-09-12,2011,9,2011-09,24147.39,1918,12.58988008342023,Numeric,On-Time,0,185312,1,0,1,0
56496,Guyana,ARV,Air,MICRO LABS LIMITED,PMO - US,Direct Drop,2013-04-18,2013-04-18,2013,4,2013-04,783.21,4,195.8025,Numeric,On-Time,0,130,1,0,1,0
56505,South Africa,ARV,Ocean,CIPLA LIMITED,PMO - US,Direct Drop,2011-12-06,2011-12-06,2011,12,2011-12,0,NA,NA,Included,On-Time,0,351377.76,1,0,0,0
56520,Sudan,HRDT,Air,"Standard Diagnostics, Inc.",PMO - US,Direct Drop,2011-06-24,2011-06-24,2011,6,2011-06,4500.71,430,10.466767441860464,Numeric,On-Time,0,600,1,0,1,0
