id,project_code,country,managed_by,fulfill_via,vendor_inco_term,product_group,sub_class,vendor,shipment_mode,shipment_mode_clean,scheduled_date,delivered_date,recorded_date,year,month,year_month,weight_kg,freight_cost_usd,freight_category,freight_flag,freight_outlier_flag,line_item_value,cost_per_kg,delivery_status,days_variance
11244,123-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-07-31,2008-07-31,2008-07-31,2008,7,2008-07,2033,15307.62,Numeric,FALSE,FALSE,134917.65,7.529572060993606,On-Time,0
11245,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2008-03-14,2008-03-14,2008-03-14,2008,3,2008-03,4128,6539.8,Numeric,FALSE,FALSE,94050.8,1.5842538759689924,On-Time,0
11246,125-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,Air,Air,2008-04-03,2008-04-03,2008-04-03,2008,4,2008-04,NA,NA,Cross-reference,TRUE,FALSE,720,NA,On-Time,0
11247,102-KE-T01,Kenya,PMO - US,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,Truck,Truck,2008-03-05,2008-03-05,2008-03-05,2008,3,2008-03,NA,0,Included,TRUE,FALSE,123984.5,NA,On-Time,0
11248,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2008-06-19,2008-06-19,2008-06-19,2008,6,2008-06,3422,5936.99,Numeric,FALSE,FALSE,600500,1.734947399181765,On-Time,0
11249,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-03-12,2008-03-12,2008-03-12,2008,3,2008-03,732,2963.8,Numeric,FALSE,FALSE,42693.76,4.048907103825137,On-Time,0
11250,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2008-06-27,2008-06-27,2008-06-27,2008,6,2008-06,467,6299.56,Numeric,FALSE,FALSE,62160,13.489421841541757,On-Time,0
11252,102-KE-T01,Kenya,PMO - US,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,Truck,Truck,2008-03-26,2008-03-26,2008-03-26,2008,3,2008-03,NA,NA,Cross-reference,TRUE,FALSE,38400,NA,On-Time,0
11257,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2008-08-07,2008-08-07,2008-08-07,2008,8,2008-08,2298,3733.57,Numeric,FALSE,FALSE,224235,1.62470409051349,On-Time,0
11258,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-06-23,2008-06-23,2008-06-23,2008,6,2008-06,NA,NA,Cross-reference,TRUE,FALSE,24939,NA,On-Time,0
11259,100-ZW-T01,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-03-30,2008-03-30,2008-03-30,2008,3,2008-03,NA,NA,Cross-reference,TRUE,FALSE,15313.86,NA,On-Time,0
11260,130-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-05-26,2008-05-26,2008-05-26,2008,5,2008-05,273,2446.58,Numeric,FALSE,FALSE,17832.15,8.961831501831501,On-Time,0
11261,130-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-05-26,2008-05-26,2008-05-26,2008,5,2008-05,NA,NA,Cross-reference,TRUE,FALSE,3132,NA,On-Time,0
11263,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2008-04-21,2008-04-21,2008-04-21,2008,4,2008-04,773,3472.55,Numeric,FALSE,FALSE,3968.9,4.492302716688228,On-Time,0
11265,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2008-04-14,2008-04-14,2008-04-14,2008,4,2008-04,NA,NA,Cross-reference,TRUE,FALSE,8545.86,NA,On-Time,0
11267,113-ZW-T01,Zimbabwe,PMO - US,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,Air,Air,2008-06-17,2008-06-17,2008-06-17,2008,6,2008-06,161,939.12,Numeric,FALSE,FALSE,39594.5,5.83304347826087,On-Time,0
11268,113-ZW-T01,Zimbabwe,PMO - US,From RDC,N/A - From RDC,HRDT,HIV test - Ancillary,SCMS from RDC,Truck,Truck,2008-06-17,2008-06-17,2008-06-17,2008,6,2008-06,526,2185.82,Numeric,FALSE,FALSE,18,4.155551330798479,On-Time,0
11269,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-08-21,2008-08-21,2008-08-21,2008,8,2008-08,199,1476.8,Numeric,FALSE,FALSE,19980,7.421105527638191,On-Time,0
11270,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-08-21,2008-08-21,2008-08-21,2008,8,2008-08,239,1277.22,Numeric,FALSE,FALSE,12757.5,5.344016736401674,On-Time,0
11271,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2008-07-23,2008-07-23,2008-07-23,2008,7,2008-07,12606,7053.51,Numeric,FALSE,FALSE,432000,0.5595359352689195,On-Time,0
11273,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2008-09-26,2008-09-26,2008-09-26,2008,9,2008-09,587,1146.27,Numeric,FALSE,FALSE,106038,1.9527597955706983,On-Time,0
11274,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2008-12-08,2008-12-08,2008-12-08,2008,12,2008-12,76,1062.5,Numeric,FALSE,FALSE,10546.1,13.980263157894736,On-Time,0
11275,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-12-19,2008-12-19,2008-12-19,2008,12,2008-12,620,2739.3,Numeric,FALSE,FALSE,63449.1,4.418225806451614,On-Time,0
11276,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2008-11-17,2008-11-17,2008-11-17,2008,11,2008-11,3720,43704.8,Numeric,FALSE,TRUE,21000,11.748602150537636,On-Time,0
11277,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-11-21,2008-11-21,2008-11-21,2008,11,2008-11,182,1409.26,Numeric,FALSE,FALSE,28245.2,7.743186813186814,On-Time,0
11278,123-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-11-26,2008-11-26,2008-11-26,2008,11,2008-11,1072,8504.72,Numeric,FALSE,FALSE,109327.05,7.933507462686567,On-Time,0
11280,100-PK-T01,Pakistan,PMO - US,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,Air,Air,2008-11-17,2008-11-17,2008-11-17,2008,11,2008-11,19,851.24,Numeric,FALSE,FALSE,800,44.8021052631579,On-Time,0
11281,110-ZM-T01,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2009-03-02,2009-03-02,2009-03-02,2009,3,2009-03,581,3238,Numeric,FALSE,FALSE,79000,5.573149741824441,On-Time,0
11282,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2009-02-09,2009-02-09,2009-02-09,2009,2,2009-02,1,165,Numeric,FALSE,FALSE,105.2,165,On-Time,0
11283,131-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-09-10,2008-09-10,2008-09-10,2008,9,2008-09,NA,NA,Cross-reference,TRUE,FALSE,140640,NA,On-Time,0
11284,113-ZW-T01,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2008-09-12,2008-09-12,2008-09-12,2008,9,2008-09,8481,30585.17,Numeric,FALSE,FALSE,48040,3.606316472114137,On-Time,0
11286,113-ZW-T01,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2008-07-26,2008-07-26,2008-07-26,2008,7,2008-07,342,1648.64,Numeric,FALSE,FALSE,48040,4.820584795321638,On-Time,0
11289,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-12-09,2008-12-09,2008-12-09,2008,12,2008-12,547,2437.63,Numeric,FALSE,FALSE,2466,4.4563619744058505,On-Time,0
11290,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-10-07,2008-10-07,2008-10-07,2008,10,2008-10,333,1793.11,Numeric,FALSE,FALSE,94299,5.384714714714715,On-Time,0
11291,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-12-09,2008-12-09,2008-12-09,2008,12,2008-12,NA,NA,Cross-reference,TRUE,FALSE,10696.4,NA,On-Time,0
11292,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2009-03-03,2009-03-03,2009-03-03,2009,3,2009-03,NA,NA,Cross-reference,TRUE,FALSE,3967.2,NA,On-Time,0
11293,109-TZ-T01,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2009-03-06,2009-03-06,2009-03-06,2009,3,2009-03,1592,6708.25,Numeric,FALSE,FALSE,71689.85,4.213724874371859,On-Time,0
11294,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2009-03-03,2009-03-03,2009-03-03,2009,3,2009-03,NA,NA,Cross-reference,TRUE,FALSE,3204.6,NA,On-Time,0
11295,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2009-03-05,2009-03-05,2009-03-05,2009,3,2009-03,177,2151.27,Numeric,FALSE,FALSE,10027.5,12.15406779661017,On-Time,0
11298,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2009-04-08,2009-04-08,2009-04-08,2009,4,2009-04,291,1755,Numeric,FALSE,FALSE,79117.5,6.030927835051546,On-Time,0
11299,106-HT-T01,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2008-11-04,2008-11-04,2008-11-04,2008,11,2008-11,NA,NA,Cross-reference,TRUE,FALSE,27369.5,NA,On-Time,0
11300,123-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2009-01-19,2009-01-19,2009-01-19,2009,1,2009-01,NA,NA,Cross-reference,TRUE,FALSE,420750,NA,On-Time,0
11301,102-KE-T01,Kenya,PMO - US,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,Truck,Truck,2009-02-11,2009-02-11,2009-02-11,2009,2,2009-02,241,188,Numeric,FALSE,FALSE,24000,0.7800829875518672,On-Time,0
11302,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-11-27,2008-11-27,2008-11-27,2008,11,2008-11,501,3266.38,Numeric,FALSE,FALSE,50274.95,6.519720558882236,On-Time,0
11303,117-ET-T01,Ethiopia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2009-03-20,2009-03-20,2009-03-20,2009,3,2009-03,1435,9138,Numeric,FALSE,FALSE,132018.4,6.36794425087108,On-Time,0
11304,111-MZ-T01,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2008-11-14,2008-11-14,2008-11-14,2008,11,2008-11,7910,1012.43,Numeric,FALSE,FALSE,900064.8,0.1279936788874842,On-Time,0
11305,130-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-10-02,2008-10-02,2008-10-02,2008,10,2008-10,71,1181.41,Numeric,FALSE,FALSE,3779.1,16.639577464788733,On-Time,0
11306,112-NG-T01,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2009-02-16,2009-02-16,2009-02-16,2009,2,2009-02,176,3680.33,Numeric,FALSE,FALSE,24178.36,20.91096590909091,On-Time,0
11307,104-CI-T01,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2008-11-27,2008-11-27,2008-11-27,2008,11,2008-11,2177,5127.91,Numeric,FALSE,FALSE,12180,2.355493798805696,On-Time,0
11309,114-UG-T01,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2008-10-08,2008-10-08,2008-10-08,2008,10,2008-10,18,418.75,Numeric,FALSE,FALSE,3288,23.26388888888889,On-Time,0
