id,project_code,country,managed_by,fulfill_via,vendor_inco_term,product_group,sub_class,vendor,shipment_mode,shipment_mode_clean,scheduled_date,delivered_date,recorded_date,year,month,year_month,weight_kg,freight_cost_usd,freight_category,freight_flag,freight_outlier_flag,line_item_value,cost_per_kg,delivery_status,days_variance
82364,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-02-08,2011-01-17,2011-01-17,2011,2,2011-02,567,2768.96,Numeric,FALSE,FALSE,46854.72,4.88352733686067,On-Time,-22
82365,117-ET-T30,Ethiopia,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2011-01-21,2011-01-12,2011-01-12,2011,1,2011-01,1190,6770.6,Numeric,FALSE,FALSE,6060,5.6895798319327735,On-Time,-9
82366,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2011-02-22,2011-02-16,2011-02-16,2011,2,2011-02,70109,43548,Numeric,FALSE,TRUE,1590592.08,0.6211470709894593,On-Time,-6
82367,117-ET-T30,Ethiopia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-02-14,2011-01-28,2011-01-28,2011,2,2011-02,9,1401.76,Numeric,FALSE,FALSE,9638.19,155.7511111111111,On-Time,-17
82368,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-01-31,2011-02-22,2011-02-22,2011,1,2011-01,1195,8758.37,Numeric,FALSE,FALSE,58725,7.329179916317992,Late,22
82369,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-02-08,2010-12-23,2010-12-23,2011,2,2011-02,386,2294.85,Numeric,FALSE,FALSE,19801.8,5.94520725388601,On-Time,-47
82370,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-02-28,2011-03-22,2011-03-22,2011,2,2011-02,17496,104604.06,Numeric,FALSE,TRUE,1316857.74,5.978741426611797,Late,22
82371,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-03-31,2011-03-17,2011-03-17,2011,3,2011-03,14340,16222.85,Numeric,FALSE,FALSE,856422,1.131300557880056,On-Time,-14
82372,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2011-03-09,2011-03-15,2011-03-15,2011,3,2011-03,369,6218.58,Numeric,FALSE,FALSE,1950,16.85252032520325,Late,6
82373,117-ET-T30,Ethiopia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-04-30,2011-03-18,2011-03-18,2011,4,2011-04,629,4277.04,Numeric,FALSE,FALSE,45944.01,6.799745627980922,On-Time,-43
82374,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-04-20,2011-06-10,2011-06-10,2011,4,2011-04,12232,60010.73,Numeric,FALSE,TRUE,5643.63,4.906043982995422,Late,51
82378,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-03-31,2011-05-20,2011-05-20,2011,3,2011-03,213,3403.98,Numeric,FALSE,FALSE,9138.08,15.981126760563381,Late,50
82379,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2011-04-14,2011-05-04,2011-05-04,2011,4,2011-04,260,2452.54,Numeric,FALSE,FALSE,6011.28,9.432846153846153,Late,20
82380,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2011-05-12,2011-05-04,2011-05-04,2011,5,2011-05,194,2452.54,Numeric,FALSE,FALSE,12234.6,12.641958762886597,On-Time,-8
82381,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-05-11,2011-05-24,2011-05-24,2011,5,2011-05,14983,78442.21,Numeric,FALSE,TRUE,1122000,5.235414136020824,Late,13
82382,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2011-06-15,2011-07-05,2011-07-05,2011,6,2011-06,4915,13398.06,Numeric,FALSE,FALSE,248261.76,2.7259532044760935,Late,20
82383,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-05-31,2011-06-30,2011-06-30,2011,5,2011-05,571,4428.06,Numeric,FALSE,FALSE,27741.28,7.754921190893171,Late,30
82384,200-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2011-05-31,2011-06-30,2011-06-30,2011,5,2011-05,2032,4428.06,Numeric,FALSE,FALSE,148750,2.179163385826772,Late,30
82385,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2011-10-27,2011-06-15,2011-06-15,2011,10,2011-10,332,4398.32,Numeric,FALSE,FALSE,4964.68,13.247951807228915,On-Time,-134
82386,117-ET-T30,Ethiopia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-06-21,2011-06-01,2011-06-01,2011,6,2011-06,NA,0,Included,TRUE,FALSE,237825.54,NA,On-Time,-20
82387,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air Charter,Air Charter,2011-06-15,2011-07-06,2011-07-06,2011,6,2011-06,177,13398.06,Numeric,FALSE,FALSE,12403.2,75.69525423728814,Late,21
82388,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2011-08-15,2011-08-05,2011-08-05,2011,8,2011-08,7469,3949.19,Numeric,FALSE,FALSE,36000,0.5287441424554826,On-Time,-10
82389,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-08-15,2011-08-11,2011-08-11,2011,8,2011-08,9134,16064.09,Numeric,FALSE,FALSE,278264.36,1.7587135975476242,On-Time,-4
82390,200-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2011-09-30,2011-08-04,2011-08-04,2011,9,2011-09,8,940.23,Numeric,FALSE,FALSE,1054,117.52875,On-Time,-57
82391,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-08-15,2011-07-18,2011-07-18,2011,8,2011-08,846,3798.73,Numeric,FALSE,FALSE,109363.8,4.4902245862884165,On-Time,-28
82392,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-08-05,2011-08-05,2011-08-05,2011,8,2011-08,698,3865.63,Numeric,FALSE,FALSE,1132.01,5.538151862464184,On-Time,0
82393,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-07-29,2011-08-02,2011-08-02,2011,7,2011-07,1409,10928.52,Numeric,FALSE,FALSE,124783.82,7.7562242725337125,Late,4
82394,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-09-06,2011-09-05,2011-09-05,2011,9,2011-09,1019,4969.87,Numeric,FALSE,FALSE,87283.82,4.87720314033366,On-Time,-1
82395,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-09-27,2011-09-12,2011-09-12,2011,9,2011-09,26409,60432.88,Numeric,FALSE,TRUE,1795850.76,2.288344125108864,On-Time,-15
82397,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-11-02,2011-11-02,2011-11-02,2011,11,2011-11,15808,11969.68,Numeric,FALSE,FALSE,1336279.56,0.7571912955465587,On-Time,0
82398,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-11-03,2011-08-21,2011-08-21,2011,11,2011-11,138,1812.94,Numeric,FALSE,FALSE,15709.74,13.137246376811595,On-Time,-74
82399,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2011-08-31,2011-09-14,2011-09-14,2011,8,2011-08,4274,24213.81,Numeric,FALSE,FALSE,22085.7,5.665374356574637,Late,14
82401,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-10-12,2011-10-12,2011-10-12,2011,10,2011-10,7916,21397.38,Numeric,FALSE,FALSE,136536.18,2.7030545730166753,On-Time,0
82402,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-10-18,2011-10-03,2011-10-03,2011,10,2011-10,199,3127.35,Numeric,FALSE,FALSE,5096.52,15.715326633165828,On-Time,-15
82403,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2011-11-03,2011-09-28,2011-09-28,2011,11,2011-11,220,18495.9,Numeric,FALSE,FALSE,10019,84.07227272727273,On-Time,-36
82404,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2011-11-03,2011-09-28,2011-09-28,2011,11,2011-11,11004,18495.9,Numeric,FALSE,FALSE,1127872.2,1.6808342420937843,On-Time,-36
82405,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2011-11-03,2011-09-28,2011-09-28,2011,11,2011-11,6622,18495.9,Numeric,FALSE,FALSE,28463.96,2.793098761703413,On-Time,-36
82406,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2011-11-03,2011-09-28,2011-09-28,2011,11,2011-11,NA,NA,Cross-reference,TRUE,FALSE,508543.42,NA,On-Time,-36
82407,901-SZ-T30,Swaziland,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-09-30,2011-09-15,2011-09-15,2011,9,2011-09,1926,3134.82,Numeric,FALSE,FALSE,61797.12,1.627632398753894,On-Time,-15
82408,901-SZ-T30,Swaziland,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-09-30,2011-09-15,2011-09-15,2011,9,2011-09,NA,NA,Cross-reference,TRUE,FALSE,122298,NA,On-Time,-15
82409,106-HT-T30,Haiti,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2011-10-31,2011-10-10,2011-10-10,2011,10,2011-10,483,5324.69,Numeric,FALSE,FALSE,2519.4,11.024202898550724,On-Time,-21
82410,900-SZ-T30,Swaziland,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-10-06,2011-10-11,2011-10-11,2011,10,2011-10,2641,7168.8,Numeric,FALSE,FALSE,246900,2.714426353653919,Late,5
82411,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2011-10-30,2011-11-01,2011-11-01,2011,10,2011-10,5262,27823.07,Numeric,FALSE,FALSE,27286.35,5.287546560243253,Late,2
82412,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-11-29,2011-11-29,2011-11-29,2011,11,2011-11,483,2367.4,Numeric,FALSE,FALSE,82926.96,4.901449275362319,On-Time,0
82413,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2011-12-14,2011-12-14,2011-12-14,2011,12,2011-12,9931,6888.32,Numeric,FALSE,FALSE,51357.15,0.6936179639512637,On-Time,0
82414,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2011-12-05,2011-10-14,2011-10-14,2011,12,2011-12,2391,21326.73,Numeric,FALSE,FALSE,190385.72,8.919585947302384,On-Time,-52
82415,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2011-12-05,2011-10-13,2011-10-13,2011,12,2011-12,28277,21326.73,Numeric,FALSE,FALSE,1179895.2,0.7542076599356368,On-Time,-53
82416,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2012-01-25,2012-01-25,2012-01-25,2012,1,2012-01,1102,2779.53,Numeric,FALSE,FALSE,5713.5,2.5222595281306717,On-Time,0
82417,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-12-15,2011-11-19,2011-11-19,2011,12,2011-12,387,3296.34,Numeric,FALSE,FALSE,18873,8.517674418604651,On-Time,-26
82418,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Ocean,Ocean,2012-01-10,2011-11-28,2011-11-28,2012,1,2012-01,4836,4075.1,Numeric,FALSE,FALSE,25078.95,0.8426592224979321,On-Time,-43
82419,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2011-12-14,2011-12-14,2011-12-14,2011,12,2011-12,12669,11291.75,Numeric,FALSE,FALSE,1204186.5,0.8912897624121873,On-Time,0
82420,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Air,Air,2012-01-30,2011-12-22,2011-12-22,2012,1,2012-01,9523,0,Included,TRUE,FALSE,29187.5,NA,On-Time,-39
82421,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-01-31,2011-12-22,2011-12-22,2012,1,2012-01,1305,0,Included,TRUE,FALSE,233522.16,NA,On-Time,-40
82422,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-03-02,2011-12-18,2011-12-18,2012,3,2012-03,264,15322.73,Numeric,FALSE,FALSE,10951,58.04064393939394,On-Time,-75
82423,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-03-02,2011-12-18,2011-12-18,2012,3,2012-03,631,15322.73,Numeric,FALSE,FALSE,53371.5,24.28324881141046,On-Time,-75
82424,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2012-02-06,2012-02-06,2012-02-06,2012,2,2012-02,303,12102.81,Numeric,FALSE,FALSE,56475,39.94326732673267,On-Time,0
82425,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-03-02,2011-12-18,2011-12-18,2012,3,2012-03,9746,15322.73,Numeric,FALSE,FALSE,154800,1.5722070593063822,On-Time,-75
82426,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-03-16,2011-12-18,2011-12-18,2012,3,2012-03,20845,15322.73,Numeric,FALSE,FALSE,110932.14,0.7350793955384984,On-Time,-89
82427,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-04-27,2012-02-08,2012-02-08,2012,4,2012-04,6410,24940.97,Numeric,FALSE,FALSE,116309.06,3.8909469578783153,On-Time,-79
82428,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-03-16,2011-12-18,2011-12-18,2012,3,2012-03,3263,15322.7,Numeric,FALSE,FALSE,357519.43,4.695893349678211,On-Time,-89
82429,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2011-12-27,2012-01-03,2012-01-03,2011,12,2011-12,147,1182.25,Numeric,FALSE,FALSE,12390,8.04251700680272,Late,7
82430,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-02-29,2012-02-05,2012-02-05,2012,2,2012-02,17947,0,Included,TRUE,FALSE,846924.46,NA,On-Time,-24
82431,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-01-30,2012-01-20,2012-01-20,2012,1,2012-01,1332,6476.7,Numeric,FALSE,FALSE,34728.36,4.862387387387387,On-Time,-10
82432,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-16,2012-02-14,2012-02-14,2012,3,2012-03,46,456.17,Numeric,FALSE,FALSE,801.22,9.916739130434783,On-Time,-31
82433,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-16,2012-02-14,2012-02-14,2012,3,2012-03,42,456.18,Numeric,FALSE,FALSE,41.28,10.861428571428572,On-Time,-31
82434,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-16,2012-02-14,2012-02-14,2012,3,2012-03,NA,0,Included,TRUE,FALSE,594,NA,On-Time,-31
82435,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-16,2012-02-14,2012-02-14,2012,3,2012-03,13,912.36,Numeric,FALSE,FALSE,308,70.18153846153847,On-Time,-31
82436,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-02-10,2012-02-14,2012-02-14,2012,2,2012-02,308,1824.72,Numeric,FALSE,FALSE,12936,5.924415584415584,Late,4
82437,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-02-10,2012-02-14,2012-02-14,2012,2,2012-02,NA,NA,Cross-reference,TRUE,FALSE,4959.78,NA,Late,4
82438,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-02-10,2012-02-14,2012-02-14,2012,2,2012-02,NA,NA,Cross-reference,TRUE,FALSE,879.78,NA,Late,4
82439,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-16,2012-03-14,2012-03-14,2012,3,2012-03,288,2460.79,Numeric,FALSE,FALSE,6409.26,8.544409722222222,On-Time,-2
82440,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-16,2012-04-11,2012-04-11,2012,3,2012-03,324,3436.14,Numeric,FALSE,FALSE,7223.58,10.60537037037037,Late,26
82441,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-16,2012-04-13,2012-04-13,2012,3,2012-03,65,1418.01,Numeric,FALSE,FALSE,687.96,21.815538461538463,Late,28
82442,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-16,2012-03-23,2012-03-23,2012,3,2012-03,70,1524.5,Numeric,FALSE,FALSE,121.6,21.77857142857143,Late,7
82443,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-16,2012-03-14,2012-03-14,2012,3,2012-03,1072,5636.3,Numeric,FALSE,FALSE,626.24,5.257742537313433,On-Time,-2
82444,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-02-28,2012-02-17,2012-02-17,2012,2,2012-02,3898,11292.05,Numeric,FALSE,FALSE,412878.08,2.89688301693176,On-Time,-11
82445,111-MZ-T30,Mozambique,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-02-15,2012-03-08,2012-03-08,2012,2,2012-02,277,4313.33,Numeric,FALSE,FALSE,7031.5,15.57158844765343,Late,22
82446,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-22,2012-03-22,2012-03-22,2012,3,2012-03,6,522.42,Numeric,FALSE,FALSE,13.98,87.07,On-Time,0
82447,101-CD-T30,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-22,2012-03-22,2012-03-22,2012,3,2012-03,1,491.43,Numeric,FALSE,FALSE,46.6,491.43,On-Time,0
82448,110-ZM-T30,Zambia,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-04-27,2012-02-17,2012-02-17,2012,4,2012-04,13472,11292.05,Numeric,FALSE,FALSE,110427.24,0.838186609263658,On-Time,-70
82449,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2012-03-15,2012-03-12,2012-03-12,2012,3,2012-03,1090,1698.83,Numeric,FALSE,FALSE,41959.68,1.5585596330275229,On-Time,-3
82450,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-02-29,2012-03-01,2012-03-01,2012,2,2012-02,10832,3641.16,Numeric,FALSE,FALSE,1036189.44,0.33614844903988184,Late,1
82451,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Pediatric,SCMS from RDC,Truck,Truck,2012-03-15,2012-03-12,2012-03-12,2012,3,2012-03,821,1698.83,Numeric,FALSE,FALSE,27200,2.0692204628501827,On-Time,-3
82452,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-03-02,2012-02-24,2012-02-24,2012,3,2012-03,1122,6009.47,Numeric,FALSE,FALSE,11880,5.356033868092692,On-Time,-7
82453,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-04-06,2012-02-14,2012-02-14,2012,4,2012-04,10142,7651.59,Numeric,FALSE,FALSE,1053000,0.7544458686649577,On-Time,-52
82454,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-06-20,2012-02-16,2012-02-16,2012,6,2012-06,3203,25231.96,Numeric,FALSE,FALSE,448330.54,7.8776022478926,On-Time,-125
82455,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-06-20,2012-02-16,2012-02-16,2012,6,2012-06,18672,25231.96,Numeric,FALSE,FALSE,258000,1.3513260497000856,On-Time,-125
82456,105-GY-T30,Guyana,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-30,2012-03-19,2012-03-19,2012,3,2012-03,276,3940.18,Numeric,FALSE,FALSE,44300.62,14.276014492753623,On-Time,-11
82457,900-SS-T30,South Sudan,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-21,2012-03-08,2012-03-08,2012,3,2012-03,2652,22788.95,Numeric,FALSE,FALSE,43524,8.593118401206636,On-Time,-13
82458,900-SS-T30,South Sudan,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-03-21,2012-03-08,2012-03-08,2012,3,2012-03,NA,NA,Cross-reference,TRUE,FALSE,2065,NA,On-Time,-13
82459,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-06-20,2012-02-16,2012-02-16,2012,6,2012-06,14487,0,Included,TRUE,FALSE,854329.71,NA,On-Time,-125
82460,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-06-20,2012-02-16,2012-02-16,2012,6,2012-06,NA,NA,Cross-reference,TRUE,FALSE,448500,NA,On-Time,-125
82461,107-RW-T30,Rwanda,PMO - US,From RDC,N/A - From RDC,HRDT,HIV test,SCMS from RDC,Air,Air,2012-03-12,2012-03-05,2012-03-05,2012,3,2012-03,334,3494.5,Numeric,FALSE,FALSE,32000,10.4625748502994,On-Time,-7
82462,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-04-24,2012-02-27,2012-02-27,2012,4,2012-04,1414,4054.19,Numeric,FALSE,FALSE,60775,2.8671782178217824,On-Time,-57
82463,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-04-24,2012-02-27,2012-02-27,2012,4,2012-04,NA,NA,Cross-reference,TRUE,FALSE,23712,NA,On-Time,-57
82464,114-UG-T30,Uganda,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-04-24,2012-02-27,2012-02-27,2012,4,2012-04,NA,NA,Cross-reference,TRUE,FALSE,4267,NA,On-Time,-57
82465,109-TZ-T30,Tanzania,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-05-04,2012-04-11,2012-04-11,2012,5,2012-05,20975,3279.25,Numeric,FALSE,FALSE,184528.4,0.1563408820023838,On-Time,-23
82466,104-CI-T30,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-04-16,2012-04-06,2012-04-06,2012,4,2012-04,662,3848.91,Numeric,FALSE,FALSE,97297.2,5.814063444108761,On-Time,-10
82467,113-ZW-T30,Zimbabwe,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Truck,Truck,2012-04-13,2012-04-10,2012-04-10,2012,4,2012-04,21063,29250.68,Numeric,FALSE,FALSE,26760,1.388723353748279,On-Time,-3
82468,102-BI-T30,Burundi,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air,Air,2012-04-26,2012-04-30,2012-04-30,2012,4,2012-04,36,1188.75,Numeric,FALSE,FALSE,4602.5,33.020833333333336,Late,4
82469,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-06-20,2012-04-30,2012-04-30,2012,6,2012-06,6078,27441.22,Numeric,FALSE,FALSE,813500,4.514843698585061,On-Time,-51
82470,151-NG-T30,Nigeria,PMO - US,From RDC,N/A - From RDC,ARV,Adult,SCMS from RDC,Air Charter,Air Charter,2012-06-20,2012-04-30,2012-04-30,2012,6,2012-06,2721,27441.22,Numeric,FALSE,FALSE,233244.4,10.084976111723632,On-Time,-51
